"id","collection_run_id","webcam_id","timestamp","image_filename","fog_score","fog_level","confidence","reasoning","visibility_estimate","weather_conditions","status","error_message","cloud_storage_path","created_at"
"69","17","marina-district","2025-08-29T19:01:17.591089Z","marina-district_20250829_190117.jpg","5","Clear","0.95","The image shows the Golden Gate Bridge and surrounding landscape with excellent visibility.  There is no noticeable haze or reduction in visibility that would indicate fog. The colors are vibrant and details are sharp across the entire image.",">10000","[""Clear""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_190117.jpg","2025-08-29T19:01:20.001002Z"
"70","17","pacifica-pier","2025-08-29T19:01:20.439177Z","pacifica-pier_20250829_190120.jpg","5","Clear","0.95","The image shows a clear view of the ocean, pier, and distant horizon.  There is no noticeable haze or reduction in visibility. Some thin clouds are present, but they do not obscure the view.","10000+","[""Clear"", ""Partly Cloudy""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_190120.jpg","2025-08-29T19:01:22.92846Z"
"71","17","fogcam","2025-08-29T19:01:23.907908Z","fogcam_20250829_190123.jpg","0","Clear","1","The image shows a clear blue sky with excellent visibility.  There are no signs of fog or reduced visibility in the image.  Objects are clearly visible at a significant distance.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_190123.jpg","2025-08-29T19:01:26.434824Z"
"72","17","montara-mountain","2025-08-29T19:01:27.108276Z","montara-mountain_20250829_190127.jpg","20","Light Fog","0.8","The mountains in the background appear slightly hazy, suggesting the presence of light fog.  Visibility is reduced but not severely impaired.  The details of the mountains are still visible, although somewhat muted. The sky is partly cloudy but clear enough that it does not contribute significantly to the fog impression.  The fog seems localized to the mountain tops.","8000","[""Light Fog"", ""Partly Cloudy""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_190127.jpg","2025-08-29T19:01:31.805633Z"
"73","18","caltrans-i80-us101","2025-08-29T19:31:05.229679Z","caltrans-i80-us101_20250829_193105.jpg","10","Light Fog","0.7","A slight haziness is visible, reducing contrast slightly, particularly in the distance.  Buildings further away appear somewhat less sharp than those closer to the camera.  However, visibility is still relatively good, and there's no significant reduction in overall brightness.","1000-2000 meters","[""Light Fog"", ""Clear Skies (partially obscured)""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_193105.jpg","2025-08-29T19:31:09.25031Z"
"74","18","marina-district","2025-08-29T19:31:09.580508Z","marina-district_20250829_193109.jpg","0","Clear","1","The image shows excellent visibility. The Golden Gate Bridge and surrounding hills are clearly visible with sharp details and no haze or reduction in contrast. The sky is also clear.",">10000","[""Clear"", ""Good Visibility""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_193109.jpg","2025-08-29T19:31:11.529109Z"
"75","18","pacifica-pier","2025-08-29T19:31:11.97145Z","pacifica-pier_20250829_193111.jpg","0","Clear","1","The image shows a clear view of the ocean, pier, and distant horizon.  There is no haze or reduction in visibility that would indicate fog. The sky is mostly clear with only a few thin clouds.",">10000","[""clear"", ""sunny"", ""light wind""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_193111.jpg","2025-08-29T19:31:14.171664Z"
"76","18","fogcam","2025-08-29T19:31:15.029231Z","fogcam_20250829_193115.jpg","0","Clear","1","The image shows a clear blue sky with excellent visibility.  There are no visual indicators of fog such as reduced visibility, hazy conditions, or a milky appearance to the air.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_193115.jpg","2025-08-29T19:31:17.082977Z"
"77","18","montara-mountain","2025-08-29T19:31:17.792633Z","montara-mountain_20250829_193117.jpg","0","Clear","1","The image shows clear visibility to distant mountains.  There is no haze or reduction in clarity that would indicate fog. The sky is mostly clear with some scattered clouds.",">10000","[""clear"", ""some clouds""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_193117.jpg","2025-08-29T19:31:20.824713Z"
"78","19","caltrans-i80-us101","2025-08-29T20:01:31.521644Z","caltrans-i80-us101_20250829_200131.jpg","0","Clear","1","The image shows excellent visibility.  Buildings and vehicles are clearly visible at a significant distance. There is no haziness or reduction in contrast that would indicate the presence of fog.",">10000","[""Clear""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_200131.jpg","2025-08-29T20:01:35.460669Z"
"79","19","marina-district","2025-08-29T20:01:35.763301Z","marina-district_20250829_200135.jpg","5","Clear","0.95","The image shows the Golden Gate Bridge and surrounding landscape with excellent visibility.  There is no visible fog obscuring the bridge or the hills. The colors are relatively vibrant, and there's a clear distinction between the sky, water, bridge, and land.","10000+","[""Clear""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_200135.jpg","2025-08-29T20:01:38.122455Z"
"80","19","pacifica-pier","2025-08-29T20:01:38.562155Z","pacifica-pier_20250829_200138.jpg","5","Clear","0.95","The image shows a clear view of the ocean, pier, and shoreline.  There is no visible reduction in visibility due to fog. While there are some very thin, high clouds, these do not indicate fog at ground level.","10000+","[""Clear"", ""Slight haze"", ""Light wind""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_200138.jpg","2025-08-29T20:01:40.90349Z"
"81","19","fogcam","2025-08-29T20:01:42.360248Z","fogcam_20250829_200142.jpg","0","Clear","1","The image shows a clear blue sky with excellent visibility.  There are no visual indicators of fog, such as reduced visibility, hazy conditions, or a milky appearance to the air.",">10000","[""clear"", ""sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_200142.jpg","2025-08-29T20:01:44.532086Z"
"82","19","montara-mountain","2025-08-29T20:01:45.187943Z","montara-mountain_20250829_200145.jpg","0","Clear","1","The image shows a clear blue sky and excellent visibility. Distant mountains are clearly visible with sharp details. There are no signs of haze, mist, or reduced visibility.",">10000","[""clear"", ""sunny""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_200145.jpg","2025-08-29T20:01:48.774934Z"
"83","20","caltrans-i80-us101","2025-08-29T20:31:30.011963Z","caltrans-i80-us101_20250829_203130.jpg","0","Clear","1","The image shows excellent visibility.  Buildings and vehicles are clearly visible at a considerable distance. There is no haze or reduction in clarity that would indicate the presence of fog.",">10000","[""Clear""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_203130.jpg","2025-08-29T20:31:33.970134Z"
"84","20","marina-district","2025-08-29T20:31:34.245971Z","marina-district_20250829_203134.jpg","10","Clear","0.95","The image shows the Golden Gate Bridge with good visibility.  There is no noticeable haze or reduction in clarity.  The bridge, hills, and water are all clearly visible, indicating minimal fog.",">10000","[""Clear"", ""Slight haze possible""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_203134.jpg","2025-08-29T20:31:36.453817Z"
"85","20","pacifica-pier","2025-08-29T20:31:36.869477Z","pacifica-pier_20250829_203136.jpg","5","Clear","0.95","The image shows a clear view of the ocean, pier, and distant horizon.  There is no visible haze or reduction in visibility that would indicate fog.  A very slight haziness might be present at the horizon, but it is minimal and does not affect the overall clarity.","10000+","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_203136.jpg","2025-08-29T20:31:39.109904Z"
"86","20","fogcam","2025-08-29T20:31:40.113055Z","fogcam_20250829_203140.jpg","0","Clear","1","The image shows a clear blue sky with excellent visibility.  There are no visual indicators of fog, such as reduced visibility, hazy conditions, or a milky appearance to the air.",">10000","[""clear"", ""sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_203140.jpg","2025-08-29T20:31:42.383628Z"
"87","20","montara-mountain","2025-08-29T20:31:43.090531Z","montara-mountain_20250829_203143.jpg","0","Clear","1","The image shows clear visibility to distant mountains.  There is no haze or reduction in visibility that would indicate fog. The sky is mostly clear with only a few small clouds.",">10000","[""clear"", ""partly cloudy""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_203143.jpg","2025-08-29T20:31:46.130133Z"
"88","21","caltrans-i80-us101","2025-08-29T21:01:04.969314Z","caltrans-i80-us101_20250829_210104.jpg","0","Clear","1","The image shows excellent visibility.  There is no haze, mist, or reduction in visibility that would indicate the presence of fog.  Background details are sharp and clearly visible.",">10000","[""Clear""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_210104.jpg","2025-08-29T21:01:08.658376Z"
"89","21","marina-district","2025-08-29T21:01:08.96596Z","marina-district_20250829_210108.jpg","5","Clear","0.95","The image shows the Golden Gate Bridge and surrounding landscape with excellent visibility.  There is no noticeable haze or reduction in visibility that would indicate fog. The colors are vibrant and details are sharp across the entire scene.",">10000","[""clear"", ""good visibility""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_210108.jpg","2025-08-29T21:01:11.105028Z"
"90","21","pacifica-pier","2025-08-29T21:01:11.537106Z","pacifica-pier_20250829_210111.jpg","5","Clear","0.95","The image shows a clear view of the ocean, pier, and flags. There is a very slight haze or atmospheric effect visible on the horizon, but it does not significantly impair visibility.  The colors and details are well-defined across the entire image.",">10000","[""Clear"", ""Slight Haze""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_210111.jpg","2025-08-29T21:01:13.986815Z"
"91","21","fogcam","2025-08-29T21:01:14.998471Z","fogcam_20250829_210114.jpg","0","Clear","1","The image shows a clear sky with excellent visibility.  There are no visual indicators of fog such as reduced visibility, hazy conditions, or a milky appearance to the air.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_210114.jpg","2025-08-29T21:01:16.992213Z"
"92","21","montara-mountain","2025-08-29T21:01:17.60867Z","montara-mountain_20250829_210117.jpg","0","Clear","1","The image shows a clear blue sky and excellent visibility.  The mountains in the background are clearly visible with good detail and no haze or obscuration.",">10000","[""clear"", ""sunny""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_210117.jpg","2025-08-29T21:01:20.381605Z"
"93","22","caltrans-i80-us101","2025-08-29T21:31:52.199305Z","caltrans-i80-us101_20250829_213152.jpg","5","Clear","0.95","The image shows a clear view of the highway and surrounding area.  There is no visible reduction in visibility due to fog or haze.  The distant objects are clearly defined.","10000+","[""Clear""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_213152.jpg","2025-08-29T21:31:56.400212Z"
"94","22","marina-district","2025-08-29T21:31:56.670409Z","marina-district_20250829_213156.jpg","5","Clear","0.95","The image shows the Golden Gate Bridge and surrounding landscape with good visibility.  There is no noticeable haze or reduction in visibility that would indicate fog. The colors are relatively clear and distinct, and details on the bridge and hills are sharp.  Some slight haziness might be present due to atmospheric conditions, but it's not significant enough to be classified as fog.","10000+","[""Clear"", ""Slight Haze""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_213156.jpg","2025-08-29T21:31:59.004584Z"
"95","22","pacifica-pier","2025-08-29T21:31:59.428294Z","pacifica-pier_20250829_213159.jpg","5","Light Fog","0.8","A very slight haze is visible on the horizon, reducing the clarity of distant objects like the pier.  The sky is otherwise clear and blue. The haze is subtle and does not significantly obscure the view.","8000 meters","[""Light Fog"", ""Clear Skies""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_213159.jpg","2025-08-29T21:32:02.154052Z"
"96","22","fogcam","2025-08-29T21:32:03.15659Z","fogcam_20250829_213203.jpg","0","Clear","1","The image shows a clear blue sky with excellent visibility.  There are no visual indicators of fog such as reduced visibility, hazy conditions, or a milky appearance to the air.",">10000","[""clear"", ""sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_213203.jpg","2025-08-29T21:32:05.545579Z"
"97","22","montara-mountain","2025-08-29T21:32:06.369778Z","montara-mountain_20250829_213206.jpg","0","Clear","1","The sky is clear and blue.  Distant mountains are clearly visible with good detail and sharp edges. There is no haze or reduction in visibility apparent in the image.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_213206.jpg","2025-08-29T21:32:09.344637Z"
"98","23","caltrans-i80-us101","2025-08-29T22:01:21.704866Z","caltrans-i80-us101_20250829_220121.jpg","25","Light Fog","0.7","The image shows a slight haziness reducing contrast and clarity, particularly in the distance.  While details are visible, a subtle veil of fog seems to be present. The overall visibility appears to be relatively good.","1000-2000 meters","[""Light Fog"", ""Traffic Congestion""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_220121.jpg","2025-08-29T22:01:25.01562Z"
"99","23","marina-district","2025-08-29T22:01:25.279234Z","marina-district_20250829_220125.jpg","10","Light Fog","0.8","The image shows a slightly hazy or misty condition, reducing the contrast and sharpness of distant objects. The Golden Gate Bridge and the surrounding hills are visible, although there's a noticeable reduction in clarity compared to what would be expected on a perfectly clear day. The haziness is fairly uniform, suggesting a light fog or haze rather than a localized effect. ","8000 meters","[""Light Fog"", ""haze""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_220125.jpg","2025-08-29T22:01:27.576893Z"
"100","23","pacifica-pier","2025-08-29T22:01:28.017377Z","pacifica-pier_20250829_220128.jpg","5","Light Fog","0.8","A very slight haze or light fog is visible on the horizon, reducing the clarity of the distant view.  The overall image is still relatively clear, with good visibility closer to the camera.","10000","[""Light Fog"", ""Clear Skies (mostly)""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_220128.jpg","2025-08-29T22:01:30.372553Z"
"101","23","fogcam","2025-08-29T22:01:31.154984Z","fogcam_20250829_220131.jpg","0","Clear","1","The image shows a clear sky with excellent visibility.  There are no visual indicators of fog, such as reduced visibility, hazy conditions, or a milky appearance in the air.",">10000","[""clear"", ""sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_220131.jpg","2025-08-29T22:01:33.12657Z"
"102","23","montara-mountain","2025-08-29T22:01:33.750214Z","montara-mountain_20250829_220133.jpg","0","Clear","1","The image shows a clear blue sky and excellent visibility to distant mountains.  There is no haze or reduction in visibility that would indicate fog.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_220133.jpg","2025-08-29T22:01:36.566291Z"
"103","24","caltrans-i80-us101","2025-08-29T22:31:25.079779Z","caltrans-i80-us101_20250829_223125.jpg","10","Clear","0.95","The image shows a clear view of the highway and surrounding area. There is no visible haze or reduction in visibility that would indicate the presence of fog.  The slightly hazy appearance may be due to atmospheric conditions unrelated to fog, such as dust or air pollution, or camera lens effects.",">1000 meters","[""Clear"", ""Traffic Congestion""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_223125.jpg","2025-08-29T22:31:28.890449Z"
"104","24","marina-district","2025-08-29T22:31:29.200082Z","marina-district_20250829_223129.jpg","5","Light Fog","0.8","The image shows a slight haziness reducing the contrast and sharpness of distant objects, particularly the hills in the background. The Golden Gate Bridge is clear, however, indicating that visibility is not severely impaired.  There's a slight bluish-grey hue to the sky and distant objects suggesting a light fog or haze.","8000 meters","[""Light Fog"", ""haze"", ""clear skies""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_223129.jpg","2025-08-29T22:31:31.771268Z"
"105","24","pacifica-pier","2025-08-29T22:31:32.162327Z","pacifica-pier_20250829_223132.jpg","0","Clear","1","The image shows a clear view of the ocean, pier, and coastline.  There is no haze or reduction in visibility due to fog. The sky is also clear and bright.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_223132.jpg","2025-08-29T22:31:34.772756Z"
"106","24","fogcam","2025-08-29T22:31:35.538222Z","fogcam_20250829_223135.jpg","5","Light Fog","0.8","There is a slight haziness visible in the image, reducing the contrast and sharpness of distant objects.  The sky is relatively clear, but a light veil of fog seems to be present, reducing visibility slightly.  The lack of significant reduction in visibility to nearby objects suggests it is light fog.","1000-2000 meters","[""Light Fog"", ""Clear Skies""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_223135.jpg","2025-08-29T22:31:37.859774Z"
"107","24","montara-mountain","2025-08-29T22:31:38.44641Z","montara-mountain_20250829_223138.jpg","0","Clear","1","The image shows a clear blue sky and excellent visibility to distant mountains. There are no visual indicators of fog or haze.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_223138.jpg","2025-08-29T22:31:41.464551Z"
"108","25","caltrans-i80-us101","2025-08-29T23:01:32.266484Z","caltrans-i80-us101_20250829_230132.jpg","0","Clear","1","The image shows excellent visibility.  Objects are clearly defined at a significant distance. There is no haze, mist, or reduction in contrast that would indicate the presence of fog.",">10000","[""Clear""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_230132.jpg","2025-08-29T23:01:35.846835Z"
"109","25","marina-district","2025-08-29T23:01:36.097476Z","marina-district_20250829_230136.jpg","15","Light Fog","0.8","The image shows a slightly hazy condition, reducing the contrast and sharpness of distant objects like the hills and the Golden Gate Bridge.  The colors appear slightly muted.  While visibility is not severely impaired, a thin layer of fog or haze is evident.","5000 meters","[""Light Fog"", ""haze"", ""clear skies (high altitude)""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_230136.jpg","2025-08-29T23:01:38.213203Z"
"110","25","pacifica-pier","2025-08-29T23:01:38.621988Z","pacifica-pier_20250829_230138.jpg","5","Clear","0.95","The image shows a clear view of the ocean, pier, and shoreline.  There is a slight haziness or atmospheric perspective visible in the distance, but this is not indicative of fog, rather typical atmospheric conditions. The sky is mostly clear, with no significant obscuration.","10000+","[""Clear"", ""Slight Haziness""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_230138.jpg","2025-08-29T23:01:40.915555Z"
"111","25","fogcam","2025-08-29T23:01:41.794522Z","fogcam_20250829_230141.jpg","5","Light Fog","0.8","There's a slight haziness visible in the distance, reducing the contrast and sharpness of distant objects.  The sky appears slightly muted, but overall visibility is still good.  The lack of significant obscuration of nearby objects suggests light fog conditions.","1000","[""Light Fog"", ""Sunny""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_230141.jpg","2025-08-29T23:01:44.182252Z"
"112","25","montara-mountain","2025-08-29T23:01:44.79965Z","montara-mountain_20250829_230144.jpg","0","Clear","1","The image shows a clear blue sky and excellent visibility to distant mountains. There are no visual indicators of fog such as haze, reduced contrast, or muted colors.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_230144.jpg","2025-08-29T23:01:47.64688Z"
"113","26","caltrans-i80-us101","2025-08-29T23:31:13.781698Z","caltrans-i80-us101_20250829_233113.jpg","10","Clear","0.95","The image shows good visibility.  There is no visible haze or reduction in clarity that would indicate fog.  Objects are easily discernible at a distance.","1000+","[""Clear""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250829_233113.jpg","2025-08-29T23:31:17.441112Z"
"114","26","marina-district","2025-08-29T23:31:17.701789Z","marina-district_20250829_233117.jpg","15","Light Fog","0.8","The image shows a slight haziness reducing the contrast and sharpness of distant objects, particularly the hills in the background. The Golden Gate Bridge is clearly visible, though there's a subtle reduction in clarity compared to what would be expected on a perfectly clear day.  The overall scene is somewhat muted in color.","5000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/marina-district_20250829_233117.jpg","2025-08-29T23:31:20.38556Z"
"115","26","pacifica-pier","2025-08-29T23:31:20.807062Z","pacifica-pier_20250829_233120.jpg","0","Clear","1","The image shows a clear view of the ocean, pier, and sky.  There is no visible haze or reduction in visibility that would indicate fog.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250829_233120.jpg","2025-08-29T23:31:22.970094Z"
"116","26","fogcam","2025-08-29T23:31:23.751573Z","fogcam_20250829_233123.jpg","10","Light Fog","0.8","There is a slight haze or light fog visible in the distance, reducing the contrast and sharpness of more distant objects.  Closer objects remain relatively clear. The sky appears somewhat brighter than it would on a totally clear day.","1000-2000 meters","[""Light Fog"", ""Clear Skies (partially obscured)""]","success","","gs://karlcam-fog-data/images/fogcam_20250829_233123.jpg","2025-08-29T23:31:26.037158Z"
"117","26","montara-mountain","2025-08-29T23:31:26.671637Z","montara-mountain_20250829_233126.jpg","0","Clear","1","The image shows a clear view of distant mountains and houses. There is no visible haze or reduction in visibility. The sky is mostly clear with only a few scattered clouds.",">10000","[""clear"", ""few clouds""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250829_233126.jpg","2025-08-29T23:31:29.182153Z"
"118","27","caltrans-i80-us101","2025-08-30T00:01:52.214831Z","caltrans-i80-us101_20250830_000152.jpg","15","Light Fog","0.7","A slight haziness is visible, reducing the contrast and clarity of distant objects.  The overall image is still relatively clear, with details of vehicles readily discernible, but a subtle veil of fog appears to be present, particularly in the background.  The lack of significant reduction in visibility among nearby cars suggests light fog conditions.","800 meters","[""Light Fog"", ""Traffic Congestion""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250830_000152.jpg","2025-08-30T00:01:56.28637Z"
"119","27","marina-district","2025-08-30T00:01:56.6264Z","marina-district_20250830_000156.jpg","15","Light Fog","0.8","The image shows a slight haziness, reducing the contrast and sharpness of distant objects like the hills in the background. The Golden Gate Bridge is clearly visible, although there's a slightly muted color palette suggesting a light veil of fog or haze.  The water appears relatively clear.","5000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/marina-district_20250830_000156.jpg","2025-08-30T00:01:58.904971Z"
"120","27","pacifica-pier","2025-08-30T00:01:59.338866Z","pacifica-pier_20250830_000159.jpg","0","Clear","1","The image shows a clear view of the ocean, pier, and shoreline.  There is no haze or reduction in visibility that would suggest fog. The sky is also clear and bright.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250830_000159.jpg","2025-08-30T00:02:01.77927Z"
"121","27","fogcam","2025-08-30T00:02:02.627836Z","fogcam_20250830_000202.jpg","20","Light Fog","0.8","A light haze or fog is visible, reducing contrast and slightly obscuring distant objects.  Buildings and trees in the mid-ground are somewhat muted, but details are still largely discernible. The sky is relatively bright, indicating not a very dense fog.","1000 meters","[""Light Fog"", ""Clear Skies (partially obscured)""]","success","","gs://karlcam-fog-data/images/fogcam_20250830_000202.jpg","2025-08-30T00:02:04.768386Z"
"122","27","montara-mountain","2025-08-30T00:02:05.400386Z","montara-mountain_20250830_000205.jpg","15","Light Fog","0.8","There is a light layer of fog or mist visible on the mountaintops in the background.  The lower areas and foreground appear clear. The fog does not significantly obscure visibility.","1000+","[""Light Fog"", ""Partly Cloudy""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250830_000205.jpg","2025-08-30T00:02:08.347804Z"
"123","28","caltrans-i80-us101","2025-08-30T00:31:20.651459Z","caltrans-i80-us101_20250830_003120.jpg","20","Light Fog","0.7","A slight haziness is visible, reducing contrast and slightly obscuring distant objects.  The overall scene is still relatively clear, with vehicle details readily apparent, indicating that fog is not dense. The haze appears to be more pronounced in the lower parts of the image.","1000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250830_003120.jpg","2025-08-30T00:31:24.204191Z"
"124","28","marina-district","2025-08-30T00:31:24.522344Z","marina-district_20250830_003124.jpg","20","Light Fog","0.8","The image shows a slight haziness reducing the contrast and sharpness of distant objects, particularly the hills and the Golden Gate Bridge.  The colors appear slightly muted. However, visibility is still relatively good; the bridge and boats are clearly visible.","5000","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/marina-district_20250830_003124.jpg","2025-08-30T00:31:27.672054Z"
"125","28","pacifica-pier","2025-08-30T00:31:28.108342Z","pacifica-pier_20250830_003128.jpg","0","Clear","1","The image shows a clear view of the ocean, pier, and shoreline.  There is no visible haze or reduction in visibility due to fog. The sky is also clear.",">10000","[""Clear"", ""Sunny""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250830_003128.jpg","2025-08-30T00:31:29.995507Z"
"126","28","fogcam","2025-08-30T00:31:30.819242Z","fogcam_20250830_003130.jpg","10","Light Fog","0.8","The image shows a slight haziness in the distance, reducing contrast and slightly obscuring details of buildings further away.  However, visibility is still relatively good, and no significant reduction in contrast or significant obscuration is observed close to the camera.","1000 meters","[""Light Fog"", ""Clear Skies (partially)""]","success","","gs://karlcam-fog-data/images/fogcam_20250830_003130.jpg","2025-08-30T00:31:33.210097Z"
"127","28","montara-mountain","2025-08-30T00:31:33.848319Z","montara-mountain_20250830_003133.jpg","10","Light Fog","0.8","A very light haze or fog is visible in the distance, particularly obscuring the details of the mountains.  The closer objects are clear, indicating the fog is not dense.  There is a slight bluish tint to the sky and distant mountains, also suggesting a light fog or moisture in the air.","5000 meters","[""Light Fog"", ""Clear Skies (partially obscured)"", ""haze""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250830_003133.jpg","2025-08-30T00:31:37.025257Z"
"128","29","caltrans-i80-us101","2025-08-30T16:01:25.521067Z","caltrans-i80-us101_20250830_160125.jpg","25","Light Fog","0.8","The image shows a slight haze or light fog reducing visibility.  Objects in the distance appear somewhat muted and less sharp than they would in clear conditions.  However, visibility is still relatively good;  individual vehicles are clearly discernible throughout the image.","500-1000 meters","[""Light Fog"", ""Overcast""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250830_160125.jpg","2025-08-30T16:01:29.698836Z"
"129","29","marina-district","2025-08-30T16:01:30.011561Z","marina-district_20250830_160130.jpg","10","Light Fog","0.8","The hills in the background appear slightly hazy, suggesting a light fog or haze is present.  Visibility is still good, with the Golden Gate Bridge clearly visible across the water. There is no significant obscuration of details.","5000 meters","[""Light Fog"", ""Clear Skies""]","success","","gs://karlcam-fog-data/images/marina-district_20250830_160130.jpg","2025-08-30T16:01:32.115016Z"
"130","29","pacifica-pier","2025-08-30T16:01:32.61223Z","pacifica-pier_20250830_160132.jpg","10","Light Fog","0.8","A very slight haze or light fog is visible on the horizon, reducing the clarity of distant objects.  The sky is otherwise clear and the closer objects are clearly visible.","5000 meters","[""Light Fog"", ""Clear Skies""]","success","","gs://karlcam-fog-data/images/pacifica-pier_20250830_160132.jpg","2025-08-30T16:01:34.90212Z"
"131","29","fogcam","2025-08-30T16:01:35.744395Z","fogcam_20250830_160135.jpg","0","Clear","1","The image shows a clear night scene.  Visibility is excellent; lights from buildings and lamps are clearly visible across the scene with no haze or obscuring fog.",">1000","[""Clear"", ""Night""]","success","","gs://karlcam-fog-data/images/fogcam_20250830_160135.jpg","2025-08-30T16:01:37.9295Z"
"132","29","montara-mountain","2025-08-30T16:01:38.588719Z","montara-mountain_20250830_160138.jpg","5","Light Fog","0.8","The distant mountains appear slightly hazy, suggesting the presence of light fog.  The details on the mountains are somewhat muted, but not obscured to a significant degree. The sky is clear and blue.","8000","[""Light Fog"", ""Clear Skies""]","success","","gs://karlcam-fog-data/images/montara-mountain_20250830_160138.jpg","2025-08-30T16:01:41.806753Z"
"133","30","caltrans-i80-us101","2025-08-30T16:31:19.128919Z","caltrans-i80-us101_20250830_163119.jpg","10","Light Fog","0.8","A slight haziness is visible, reducing the contrast and clarity of distant objects.  The overall visibility is still good, with vehicles clearly visible throughout the image. There's a subtle reduction in color saturation compared to what would be expected on a clear day.","1000-2000 meters","[""Light Fog"", ""Partly Cloudy""]","success","","gs://karlcam-fog-data/images/caltrans-i80-us101_20250830_163119.jpg","2025-08-30T16:31:23.167604Z"
"134","30","marina-district","2025-08-30T16:31:23.502478Z","marina-district_20250830_163123.jpg","10","Light Fog","0.8","The image shows a slight haziness, reducing the sharpness and contrast of distant features like the hills in the background.  The Golden Gate Bridge is clearly visible, indicating that visibility is not severely impaired.  The haziness suggests a light fog or possibly atmospheric dust/haze.","5000","[""Light Fog"", ""Clear Skies (partially obscured)""]","success","","gs://karlcam-fog-data/images/marina-district_20250830_163123.jpg","2025-08-30T16:31:25.766701Z"
